review_text,rating,sentiment
"I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",3.0,1
Sandisk quality has failed me. Moving on to another brand. I've had three of these memory cards fail on me in very short order.,2.0,0
"I installed this on my Galaxy Note 2 and it crashed after one month. Lost all my pictures on the card. Had it not been for Google Plus instant upload and redundant backup to Dropbox all of the pictures would have been lost. I think I should get a refund but I did not keep the original packaging. I would not buy this, but if you do keep the packaging so you can return it. If you read most of the reviews you will see that a lot of people have had trouble with this card crashing. I don't think Amazon should offer it as it hurts their overall customer satisfaction.",1.0,0
"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",1.0,0
"Reliable and inexpensive. However, it's quite slow, far, far slower than the 64GB samsung pro microsdxc. The Samsung works well for interactive use while I would only use this Sandisk card for applications where speed isn't important.",3.0,1
"I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",1.0,0
"I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computer's card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... That's less than %50 of the advertised transfer rate.To be fair, I've used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what I've gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.",3.0,1
"than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",3.0,1
"I think this is probably a fine product, but it wasn't compatible with my Samsung Galaxy S3 phone. Formatted as exFAT (as it came from the factory), didn't work at all, but that's a known problem with the GS3. But even after reformatting to FAT32, the card caused my phone to reboot multiple times.",3.0,1
"Its going back because it doesn't meet spec.Tested with  H2TestW, write speed is only 9.69 MB/s. Read speed is good at 18.80 MB/s. (although Sandisk claims up to 30MB/s)Meanwhile, a class (10) 32GB Transcend SD card I have writes at 15.30 and reads at 18.20.I also have a few class (6) 4GB Sandisk microSD cards writing at 15.40 and 15.50. Reading speed is 18.40 and 18.30.I also have a class (4) Kingston card that beats this class 10 Sandisk.",2.0,0
I really don't know what to think about this I got it thinking it would solve my memory problems but that's not the case turns out you can only put certain things on this and of course none of the thingsthat are eating up your memory on.your will go there is a way to swap your internal memory for your external card but it's not easy and you have to root  your phone,3.0,1
"I bought this about 5 months ago, give or take. I needed if for my Galaxy S3. It works perfect.",5.0,2
"Gets the job done for my GoPro so that's good. I just never liked how small the actual card is due to its nature of it might just get lost...then that's game over. The price was amazing, so I got two for the price of half of one.",3.0,1
thanks a lot sandisk good job works with adapter on nikon d800 flawless. non stop 20 min hd 1080p recording,5.0,2
I use this with a 1080p video camera and it performs very well.  It doesn't have any issue keeping up and the transfer rates when interfacing with a computer are high.,5.0,2
"I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",3.0,1
"Thank God for amazon return policy or I would be incensed.  This little platic device from hell died unexpectedly after 37 days.  I lost all my phone pictures that were not stored on the phone.  I lost the music but have most on PC.  I lost the videos I had from concerts.What happened was the phone gave me a warning that the storage device (Sandisk Ultra) could not be found.  I took it out and restarted my Galaxy Note 2 and it worked.  then about one hour later I got the same warning.  I tried to save my data with MY Backup Pro App (I had to purchase an extra 3 GBs of data for cloud because the App comes with only 75 MB or something like that and so I backed up everything on the Sandisk Storage).  And as it was backing everything on line  using the Backup Pro Cloud, the Sandisk fried and stopped the backup process.  I was prompted to format the storage disc but everytime I performed this process, the phone would not complete the format.  Now keep in mind that I was not near a computer because I was on vacation so I could not use a computer to format in Fat32.I am returning this disc and purchasing a Samsung 32 GB that costs over 50 bucks.  You get what you pay for.",1.0,0
I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,3.0,1
"It's good, I liked it, works perfectly with my Minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10MB/s.",4.0,2
"I was given this card in October to add to my new Samsung Galaxy S3. I was thrilled I copied a ton of music onto the card and used my phone as my mobile Ipod substitute, leaving my Ipod Classic on my desktop in its speaker system cradle.Everything worked fine until a couple of weeks ago. I started getting messages that seemed to say that I had removed and inserted the memory card. Of course, I hadn't touched it. Then a few days ago the phone told me that the card contained unsupported files and that I needed to reformat it. Well, I tried reformatting. After that, nothing. Nothing at all. I pulled the memory card, reset the phone. Reinserted the card. Nothing. I tried the card in the adapter on 3 computers. It wasn't even visible.I called Sandisk tech support. It didn't take terribly long to convince them that I had a problem. But they quickly offered me two 16 gb cards as a replacement. I literally laughed at them. I got the disturbing sense that this is something that they are required to try. If so, that's a lousy business practice. After bouncing me around a few time, they agreed to send me an RMA and a shipping label. I duly sent the card off a couple of days ago. To be frank, I have no idea at all when I might receive a replacement.If I weren't already in the grips of Sandisk, I would buy another card. The fact that 10% of the comments here are negative is an indication of a real quality control problem. A 10% fail rate is simply unacceptable for a product such as this.Update: Well, I do have to give Sandisk credit for customer support. I returned the card using the supplied UPS label on a Tuesday and I received a replacement by UPS on the following Monday. That's very good service. It does, however, increase my suspicion about the offer of two 16 gb because the 32 gb cards were ""out of stock."" If they were out of stock, they sure got ""in stock"" in a big hurry. In any event, I've upped my rating to two stars.",2.0,0
I got this to upgrade my tablet to 40GB with the micro SD card. The tablet is a Ainol AX1 with 8GB of storage. I thought i needed more storage for movies. Seems to work just fine.,5.0,2
"I bought this a little under a year ago to use with my laptop. Worked just as advertised for much of that time until it stopped letting me write or delete stuff from it (could read just fine). I couldn't even format it. So it kinda just sat there for a while. After trying to format it a number of different ways, I finally contacted sandisk, and they said they will send me a replacement free of charge. I would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. I am just glad it fell under a warranty period (I think). Had the card not failed, I would have given five stars. If sandisk wouldn't replace it, would have given one star. Hopefully the latter doesn't happen to you",3.0,1
Works exactly like it is supposed to. I can't wait however for a 128 GB card to come out and blow this out of the water.,5.0,2
"I have been using this memory card for several months now and it is working great. It is wonderful to have a huge selection of eBooks, mp3 files, movies and plenty of space for phone generated photos and video clips.I have not noticed any delay in accessing files on this huge memory card.8/14/13 update - Also Worked out of the box in my Samsung Galaxy Note 10.1 .",5.0,2
I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,3.0,1
my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,3.0,1
This memory card has been working flawlessly. Prices have been dropping nicely. Amazing the storage capacity in something so small.,5.0,2
"failed in one month.  Sandisk very promptly replaced, great customer service, and the new card seems to work ok.  I have read that there are some problems with the galaxy s3 so it may not have been the memory module's fault it failed.",3.0,1
I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,3.0,1
Bought this to add memory to my phone.  No problems installing and it works great.  Don't know if I could ask for anything more.,5.0,2
"What else can I say... this SanDisk 32 GB class 10 works like a charm in my Galaxy SII i9100 (unlocked). If you're upgrading from an old smaller microSD card, I did this:1. Create a .img file of the old microSD with HDD Raw Copy Tool (freeware)2. Recover the saved .img file in the new microSD card with HDD Raw Copy Tool* Since the old microSD had only 8 GB, the new microSD card will have only 8 GB D:3. Install Minitool Partition wizard (freeware) and choose the new microSD.4. Choose the Move/Resize option.5. Drag the space to the full size of the new microSD card6. Don't forget to Apply7. Put the microSD in your phone and there you go all your stuff and apps saved to the microSD working.",5.0,2
"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",5.0,2
"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",1.0,0
"If your card gets hot enough to be painful, it is defective and you need to contact SanDisk!From my experience, the larger micro SDs run hot on format and writing, but not to the pain threshold!I purchased one of these cards to use in a camera and Android tablet.  Great read speed but write speed was okay.  Used card for about two weeks and then all my files disappeared!  Tried to format the card and three different computers with XP, Windows, and Linux couldn't format it.  The camera and tablet couldn't format it.  I RMA'd it and got another because SanDisk is a good brand.  I did notice that when formatting or writing the card it got hot, very hot.Second card didn't last 24 hours and had the exact same symptoms as the first card.  Write a file or format it resulted in the card getting hot enough to reach the pain threshold.  I called up SanDisk and while explaining this was the second card I'd received with the exact same symptoms, when I mentioned it getting hot, they immediately issued me an RMA.  They said they were told to issue an RMA the moment they heard a card ran hot.Smaller SanDisk micro SD's or regular SD's I have or use don't do this.  I think SanDisk has an issue with this card.The last 4 digits of the part number refer to the date code and origin of the card.  Both cards had different date and origin codes.",1.0,0
"I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",1.0,0
"I got to of these cards:-  One in a Samsung Galaxy S3 => No problem so far.- One in my Asus tablet => No problem so far.Plenty of space, fast, format without a glitch. I will keep buying this product as needed until better comes on the market.",5.0,2
seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,3.0,1
Took out my old card a black one from Kingston HC and replaced it with this Ultra one. When transferring files you can see the difference in speed. About 60% faster transfer rate than the Kingston.,5.0,2
"Like many here, mine failed and I lost my data (but being smart, I had a backup).  After further investigation, I found this product is NOT compatible with Android and a number of devices (cameras, phones, gps unit).  Windows seems to love it though.  Wish I had a windows device that could use 32G... my only one uses a whopping 100k at best.  What a Waste.UPDATE: Reformated is as FAT32 and works ok in my android devices and my Sony camera for about 3 months now.  Still, I keep a hot quick backup (OTA) every day to my desktop computer... I'll just say I'm not 100% confident in it yet.",3.0,1
"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",1.0,0
"Great little card.  The only problem I have experienced may not even be related to the card, but Android OS itself.  I experience buffering/'hiccups'/pauses when watching a video if I also have my utorrent client in the background downloading.  I am not sure if this is limited to the card itself and possibly a faster write speed is needed, or it's the fault of the phone's OS.  However, I am confident that it's operating within spec.Card looks good too.. too bad it's in the case of my phone never to be seen.",3.0,1
Yee so this is the maximum space allowed in the gopros to my knowledge. The older versions like the Hero 3 are the larger SD cards but now the micro SD cards are allowed. Great price and great quality for those HD pictures and movies. Get it.,5.0,2
"does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",5.0,2
"Whether I'm on vacation or just taking photos and videos around the house I don't trust any other memory cards to keep all my memories.  I bought this card mainly for my Contour ROAM 2 Helmet Cam, but I've been using SanDisk Compact Flash Cards in my Canon DSLR and SanDisk SD Cards in my Panasonic HMC40 video camera and I've never had a single problem.  They don't fail, I've never had a file corrupted, they've survived x rays at the airport and extreme weather conditions.  Sometimes I'm tempted with the prices of other memory cards but in the end I go with the SanDisk for that warm and fuzzy feeling of knowing all my photos and videos will be perfectly safe.",5.0,2
"I bought this card excited to expand the 16GB of storage that come with the phone.  However, this card had issues mounting when I would start the phone.  After some research, it looks like SanDisk had a large batch of bad cards.  If formatted as FAT32 the issue rarely occurred.  But when formatted as exFAT, like is ideal for mobile devices, it would happen every time the phone was reset.  Take caution with these cards.  The bad batch should be over, I have read, but if looking to use in a Samsung phone, maybe considering buying a different type of card, as this is the only brand I have seen with issues.  Other than that, it is a good card with great size.",3.0,1
"The product is OK, but my card does not acheive the rated write speed of 10 MB/sec.  Most applications probably don't need to hit 10 MB/sec, but my GoPro Hero 3 does need the full bandwidth and thus would bomb on me sometimes.  As tested, my card got between 8-10 MB/sec using the larger block sizes.  I complained to Sandisk about it and they allowed me to send it in for a replacement which I did (and took almost 2 weeks), but the replacement behaved the same way.  I would say this card is OK for most applications, but if you need top end speed, I would go with another card.  I bought my card in May 2013 and had it replaced in August 2013 so hopefully they have fixed this problem by now.",2.0,0
Fungible micro SD card that works as expected.  Now for filler text to get past the idiotic word count minimum.,4.0,2
This card is very responsive and never encountered a single issue. Works great in very cold or hot weather! I am using it when skiing and it is often exposed to very cold weather. I have stored so far few hundred hours of video over multiple events and not a glitch. Would buy again for sure.,5.0,2
Does exactly what it's designed to do.  I'm looking forward to transferring it from the phone to my new camera on an as-needed basis.,5.0,2
I like things that work and I like things that work the way they're sold to me and when they do I give it a great review so trust me when I say this works and you won't find a faster SD card out there.,5.0,2
"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",3.0,1
AS ADVERTISED. 64GB HIGH TRANSFER SPEEDS AND oh yeah ANDROID FTW 9 8 7 6 5 4 3 2 1,5.0,2
Needed a memory card for my phone (Samsung Galaxy III) and this works fine for it.  No problems at all.,5.0,2
"Great little card.  The only problem I have experienced may not even be related to the card, but Android OS itself.  I experience buffering/'hiccups'/pauses when watching a video if I also have my utorrent client in the background downloading.  I am not sure if this is limited to the card itself and possibly a faster write speed is needed, or it's the fault of the phone's OS.  However, I am confident that it's operating within spec.Card looks good too.. too bad it's in the case of my phone never to be seen.",3.0,1
"I had this Sandisk 32Gb Class 10 micro SDHC card in a Pittasoft Blackvue DR500GW-HD in-car camera DVR. It worked like a champ for 2 months and then died with the dreaded ""Please format the SD card"" errors. Stuck it in my Mac Mini (2011) and it is unrecognizable. Same with Windows PC. Even the low level HP SD card formatter cannot reformat it. So in the garbage it goes. I have 2 more of these cards in my Garmin GPS devices and they continue to work (so far) but they are not being written to continually every day like the Blackvue. So a word of advice; if you need to write to these cards often - buy something else.",1.0,0
Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,3.0,1
"I bought two of these 128 gb MicroSD cards which I formatted to Fat32, and I currently have about 62 gb in 35,000 files on each card.  I carry one card in my wallet and keep one in a safe deposit off-site.  I've been through the SanDisk literature looking to see if there are any restrictions on their use, other than as ordinary &#34;flash memory&#34; for file storage.  There are no restrictions I could find.  What I have found is that these 128 gb cards (and a SanDisk 64 gb card I bought previously) cannot accept 62 gb of data written from a computer without suffering errors.  I've had to resort to copying no more than 1/3 gb of data at a time to these cards, stopping, then starting another 1/3 gb until the complete data is copied.  The errors actually occur early on, at approximately the 2 to 3 gb point.  I have several other 128 gb flash memory sticks - the Lexar Echo series, as well as a hundred other lower-capacity flash memory cards, and do not have this overflow/error problem with any of those.  To repeat, there are no restrictions on the use of these memory cards (example: can be used only in a camera) given by SanDisk, and given that the 62 gb of data on each card has been verified as to integrity, they are not defective.",3.0,1
I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,3.0,1
The only reason I give one star is that I cant give zero stars.Just lost all my files in the SD in my S3. I cant believe I trust my valuable information in this company. AVOID THIS ITEM. Dont recommend it.,1.0,0
"Thank God for amazon return policy or I would be incensed.  This little platic device from hell died unexpectedly after 37 days.  I lost all my phone pictures that were not stored on the phone.  I lost the music but have most on PC.  I lost the videos I had from concerts.What happened was the phone gave me a warning that the storage device (Sandisk Ultra) could not be found.  I took it out and restarted my Galaxy Note 2 and it worked.  then about one hour later I got the same warning.  I tried to save my data with MY Backup Pro App (I had to purchase an extra 3 GBs of data for cloud because the App comes with only 75 MB or something like that and so I backed up everything on the Sandisk Storage).  And as it was backing everything on line  using the Backup Pro Cloud, the Sandisk fried and stopped the backup process.  I was prompted to format the storage disc but everytime I performed this process, the phone would not complete the format.  Now keep in mind that I was not near a computer because I was on vacation so I could not use a computer to format in Fat32.I am returning this disc and purchasing a Samsung 32 GB that costs over 50 bucks.  You get what you pay for.",1.0,0
"I bought two of these at different times.  Both of them had the retail packaging with the Android on them and the model number matched the packaging.The first one was 32GB.  I tested this out with dd on my built-in SD card reader on my MBP and on a GFR204SD USB device and couldn't get more than 8 MB/s average write speed.  Would bounce up and down between 6 and 10.  The Class speed is supposed to be the minimum, not the maximum.  R/W off the HDD was above 20, so that wasn't the bottleneck. Neither is UHS compliant, but I should at least be able to get the Class 10 rating out of this.  Read @ 30 MB/s is pretty accurate.The second one (64GB) I tested by just watching Activity monitor to see if it was in the ballpark.  Bounced between 8 and 10 copying from a hard drive or a RAM disk.  Sounds like probably Class 10.  Read speed to RAM disk was about 24 MB/s.",3.0,1
"Sandisk seems to be the most reliable for me. Not only a good product, but good prices. Always good memory cards. Period.",5.0,2
"This thing definitely improved performance over the standard card. Transferring music, videos and pictures seem so much more seemless than they were before. Prior to this card, I had a 16GB standard microSD card that just felt like forever transferring data back and fourth from my phone. I recommend this to anyone who uploads a lot of music and videos onto their mobile devices! Transfer rates make up for the slightly higher cost!",5.0,2
"I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",2.0,0
Can't beat the price on this one. 64GB and SD card reader. I use this is in my go Pro 3+ works fantastic.,5.0,2
item i ordered was 64gb it listed it on the card but this was tested and at most was 1gb and very oldi would steer far away from sandisk sold online unless it is in original packagingI returned it for a full refund and reordered and oem 64gb card from samsung,1.0,0
"32GB worth of memory space, perfect if you love installing a variety of apps and it is useful when you need to store memory into your phone, camera, or tablet.",5.0,2
"We ordered these and used them in my Galaxy Note 2 and my wife's Razr M. After a few months we noticed that they would cause the phone to freeze up. The phones would start showing that it was mounting and unmounting the SD card early on but toward the end they just froze up the phone. Once we trashed the cards, the phones worked fine. We bought a different brand and no trouble since. I don't know why these red & gray ones have issues but stay away from them.",1.0,0
"I have purchased several Sandisk sd cards for its reliability and function. This is just one of the purchases and I will be ordering more. It works for my tablet, camera and computer. Love it !",5.0,2
"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",1.0,0
"Super fast, keeps up with my camera speed.  I have purchased 3 total and love every single one.  Wouldn't buy any other card.",5.0,2
"Got the SDSDQU-064G-AFFP-A on December 28, 2012, died on May 20, 2013Could not write to it or change any data, no matter what device i used. Even after format (Full & Quick using disk manager & EaseUS Partition Master 9.1.1 Home Edition, connected in a device or adaptor or usb adaptor) when disconnected and reconnected no change. Dropbox saved my data luckily (Had it syncing using Dropsync Pro).Was using it with Samsung Galaxy Note 2 T889 for the whole time, never was removed.",1.0,0
"I ordered this memory card for my Drift Ghost-S action camera. I started getting errors and the camera was freezing and saying there was a storage problem. I assumed the camera was faulty and actually exchanged it for another camera. Same errors. I switched to a SanDisk Extreme card and never had problems again.If you're going to be recording HD video, especially at high frame rates then do not get this card. I'm sure it would be fine in any other scenario though, but it's advertised as a class 10/UHS 1 card and it's just not as fast as other class 10/UHS 1 cards.Drift Innovation (the company that makes the Ghost-S camera I use) has stated in multiple support tickets with me not to use any ""SanDisk Ultra cards"" because they do not perform fast enough for the camera and will result in slow card errors. They work ok until you try recording 1080p video at higher frame rates.",1.0,0
"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",3.0,1
"My Droid Razr runs a little slow, is it because of this card?  I can't be sure.  What I am sure about is I put this card into my GoPro Hero 3 Black Edition and the video I record comes out choppy.  So I bought the SanDisk Extreme Pro 16GB version of this card, and the GoPro works fine now.  SanDisk is normally very good, so perhaps I somehow got a bad Ultra card.  I never returned or exchanged it because the warranty had expired before I tried it in my GoPro and knew for sure the card was slow.  The SanDisk Ultra should work in the GoPro Hero 3 according to the GoPro website, so again, perhaps I just got a subpar card...",3.0,1
"I ordered this in a frustration free for, I don't really know why, and to my surprise the package was already open.Amazon is trying to make my life so much easier that I won't even need to open anything anymore. /ironyMaybe someone messed with my card, maybe not, but I'm never ordering anything in frustration free package.I'll test the card and update the review.Update:After testing the card and contacting Sandisk about it, i'm able to confirm that the card is authentic.The 3 star review reflect the packaging. I might not use it next time.",3.0,1
"I have to assume that the brand new 64gb SanDisk Ultra Class 10 SDXC card is responsible for the occasional video recording stutter/pausing that has happened since I started using it today.  Prior to that, never had an issue with my previous SanDisk SDHC card.  But today on its maiden trip, it has led each video (only 3-5 minutes long each) to have several performance issues that by default I have to attribute to the card since nothing else has changed and I've never had an issue in the four months that I've had my Galaxy Note 2.  No problems formatting this card though or installing/using it otherwise.",2.0,0
"I have to assume that the brand new 64gb SanDisk Ultra Class 10 SDXC card is responsible for the occasional video recording stutter/pausing that has happened since I started using it today.  Prior to that, never had an issue with my previous SanDisk SDHC card.  But today on its maiden trip, it has led each video (only 3-5 minutes long each) to have several performance issues that by default I have to attribute to the card since nothing else has changed and I've never had an issue in the four months that I've had my Galaxy Note 2.  No problems formatting this card though or installing/using it otherwise.",2.0,0
"Got the SDSDQU-064G-AFFP-A on December 28, 2012, died on May 20, 2013Could not write to it or change any data, no matter what device i used. Even after format (Full & Quick using disk manager & EaseUS Partition Master 9.1.1 Home Edition, connected in a device or adaptor or usb adaptor) when disconnected and reconnected no change. Dropbox saved my data luckily (Had it syncing using Dropsync Pro).Was using it with Samsung Galaxy Note 2 T889 for the whole time, never was removed.",1.0,0
"I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",3.0,1
"Have only transfered some pictures and music so far. My S3  Galazy had no problems recognizing the card...hear a lot of rumors about memory cards not working, having to format first, etc., but this one worked from me right out of the box.The included Adapter is also good when I want to use with my computer(s) for slide shows since MicroSDHC are not supported by many if any..just to small.",3.0,1
I bought this memory chip for a GoPro Hero 3 camera. It works beautifully and it arrived promptly with little packaging.,5.0,2
I have no issues with this Micro SD.  I purchased it for use with a video camera and it does everything I would expect without any problems.  Wouldn't hesitate to purchase again.,5.0,2
"I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",3.0,1
"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",1.0,0
"I bought two cards for tablets.  The first wouldn't format, so I bought another GSkill Class 10. The second worked, but only for 3-5 minutes. Then error, or freeze.  I thought it may have been the tablets.  However, the Gskill worked in both.....So I called Amazon.  The customer service was excellent.  There ""may"" have been a problem with one of their vendors......They shipped out two new cards with Saturday delivery.  It was ""implied"" through lengthy conversation with the Amazon Agent, that there were numerous problems with a particular company/vendor.Lesson:  Do NOT Hesitate To Call And Return if you get a card that seems to have ANY troubles out of the pack.I was surprised that my initial review was removed  from Amazon....So I am leaving another about the return.  II tried everything to fix these cards: fat32 ntfs and the newest exFat.....  There are definitely some damaged cards out there so be wary, and do not hesitate to call customer service!",1.0,0
"The card seemed to work well in most devices that I tried it in, but in a Samsung Galaxy S4 it would continue to unmount and mount over & over on the phone - a known issue on the Galaxy S4 forums due to a possibly bad batch of them.  I tried to reformat the card in the phone and from a PC computer, but that didn't help.  Finally I just called SanDisk and they had to RMA the card, which took about 2 weeks from start to finish when I had the new card in my hand.  The new 64 GB card from SanDisk looks slightly different, but still has gray & red on it.  However, it now works great in the Galaxy S4 and hasn't had any unmounting issues now for the past 3 weeks.Good card for pretty much everything else, except in the new Samsung Galaxy S4 phones.",3.0,1
"Found these for a really good price.  Bought 2, one for my wife and myself for our Galaxy Note 2 phones.  Hers worked fine but I did have an issue right from the start.  However, luckily it was right from the start because I had almost nothing on it so I reformatted in the Galaxy Note 2 and it has worked fine ever since.  It is recommended not to format it on the computer so I formatted it with the phone.  It works good as for now.",4.0,2
"this card is great and at 20 bucks its a steal. The card handles high transfer speeds which is good for music, pictures and videos. Do not get any lag or have to wait for card to load up.",5.0,2
"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",3.0,1
"With a USB 3.0 card reader, CrystalDiskMark shows blazing fast 47MB/s read but disappointingly slow 13MB/s write speed. So you can pretty much forget about reliable 1080P video recording.Update: It is correct that write speed great than 10MB/s is enough for 1080P recording. I need to clarify that the card is very slow when UHS-1 is not enabled. The read/write speeds drop to 13.3/7.9 MB/s. For devices that are a few years old such as Canon T2i which does not support UHS, 1080P recording may not be reliable. This card is classified as ""class 10,"" it should support sustained write speed of at least 10MB/s without UHS. It fails my test, as observed by other reviewers as well.",2.0,0
I bought 4 of these for my kids Samsung Galaxy Players.  They perform perfectly and seem to have great transfer rates.,5.0,2
"This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",3.0,1
Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,3.0,1
"Decent transfer speeds out of phone..in phone sees around 10-12MB/s down to 5. This card is nothing to write home about however, as it only lasted me 7 months. Now it will not read in my phone or laptop or friend's phone. So now I lost all my files....I recommend you store your vital files in the phone.",3.0,1
"As expected, SanDisk delivered again with this card. Very fast transfers and a lot of data to use up. Bought it for a galaxy s 3 and it works great.",5.0,2
