review_text,rating,sentiment,cleaned_text
I have nothing to use this device with. I ordered by mistake. I'm sure it's a great product but not for me.,2.0,0,have nothing_to use this device ordered mistake sure great product not_for
"These cards worked flawlessly with the GoPro Hero 3+. Instead of opting for the bigger card, I got two smaller cards to start with. That way I could transfer data to my laptop while still using the other card. If you're wanting to do an un-assisted, large record, like a time-lapse, or something, opting for the bigger card is smart, but for my usage being able to swap back and forth was invaluable.So far, no hiccups or problems, even with the faster, more beefy shooting settings.",4.0,2,card worked flawlessly gopro hero instead opting bigger card got two smaller card start way could transfer data laptop still using card are wanting unassisted large record like timelapse something opting bigger card smart usage being able swap back forth was invaluable.so far no_hiccups problem even faster beefy shooting setting
Worked for awhile and then android would blow chunks (unexpectedly removed).  Windows sometimes could not read them and just blew up explorer.  Formated FAT32 .... ect ect ect over and over.  I'm done with SanDisk.  I think the problem is the CLASS 10 part of these cards.  All other cards I have work fine and they are less than class 10.  Maybe this was a bad batch because my replacement card a few days later (from Amazon) did the same thing again.EDIT: Decided to pick up the card that was laying on my counter for the last 3 months and give things another try.  Still does not work in HTC Evo LTE or EVO 3D.  Finally got it working in Galaxy S3.  Still very frustrating.,3.0,1,worked awhile android would blow chunk unexpectedly removed window sometimes could not_read blew explorer formated fat32 ... ect ect ect done sandisk think problem class part card card have work fine are less class 10. maybe this was bad batch because replacement card day later amazon did same thing again.edit decided pick card was laying counter last month give thing another try still does not_work htc evo lte evo finally got working galaxy still frustrating
"Great speed, great capacity, great price, and fits great in my HTC Evo Design 4G Android phone. I recomend it.",5.0,2,great speed great capacity great price fit great htc evo design android phone recomend
I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,3.0,1,giving this product star becuse purchased this one replacement sandisk micro card kept problem finally got tired losing data ponied odd dollar replace darn thing
"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",1.0,0,pro 9642pricecons 9642intially began get card read errors samsung note right month fails lossing data picture video document ect ... gone.i should not_have cheaped should have bought samsung card
"It works but the actual R/W speeds are 18/8 MB/s, not even Class 10. It should be marketed as ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest results are 32/8.6MB/s. Since the read speed hits 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though.",2.0,0,work actual speed are 188 not_even class 10. should marketed sandisk basic not_sandisk ultra unless mean ultra slow 2014 no_excuse slow card sandisk update have redone test notepro 12.2 instead using non uhsi latest result are 328.6mbs since read speed hit believe device dhsi ready still underwhelmed write speed though
What can I say about this memory card other than that it worked when in my phone after the old one caused all manner of problems. It does the job it's supposed to.,5.0,2,can say this memory card worked phone old one caused manner problem does job supposed
"Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok.",3.0,1,still not_feel fast phone guess will need remove run test still
I bought this to change my nook to android and boot off it. It's fast and reliable for daily use.,5.0,2,bought this change nook android boot fast reliable daily use
I bought this memory card to replace a 4gb memory card in a ZTE valey phoneand it works great.,5.0,2,bought this memory card replace 4gb memory card zte valey phoneand work great
"I bought this a little under a year ago to use with my laptop. Worked just as advertised for much of that time until it stopped letting me write or delete stuff from it (could read just fine). I couldn't even format it. So it kinda just sat there for a while. After trying to format it a number of different ways, I finally contacted sandisk, and they said they will send me a replacement free of charge. I would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. I am just glad it fell under a warranty period (I think). Had the card not failed, I would have given five stars. If sandisk wouldn't replace it, would have given one star. Hopefully the latter doesn't happen to you",3.0,1,bought this little year ago use laptop worked advertised much time stopped letting write delete stuff could read fine could not_even format kind sat trying format number different way finally contacted sandisk said will send replacement free charge would have maybe given this lower rating customer service sandisk made faulty card glad fell warranty period think had card not_failed would have given five star sandisk would not_replace would have given one star hopefully latter does not_happen
"The item arrive in time, but was unfortunately defective as it would not accept a copy operation. Further investigation led to discovering the card had bad sectors. Refund is progressing without a hitch however, so not all was lost.",2.0,0,item arrive time was unfortunately defective would not_accept copy operation investigation led discovering card had bad sector refund progressing without hitch however not_all was lost
As advertised this guy holds some serious stuff in its innards. Solves my issues and is quite speedy. Would suggest.,5.0,2,advertised this guy hold serious stuff innards solves issue quite speedy would suggest
"I've requested a replacement, so I'll update this review after I receive a replacement.  But the first card I got, it could be read, but every time I put it into the computer, it said there were errors with it.  It couldn't repair the errors.  I couldn't even format it using a command prompt to try and get it to work.  I could create folders on the card, but not put anything into them or onto the card other than folders.  I tried many many things and nothing worked.  I know SanDisk makes decent products, so I will change the review later.",1.0,0,have requested replacement will update this review receive replacement first card got could read every time put computer said were errors could not_repair errors could not_even format using command prompt try get work could create folder card not_put anything onto card folder tried many many thing nothing_worked know sandisk make decent product will change review later
Worked once I was able to find a system to format it.Second card from SanDisk that was sent to me unformatted.They need to get their act together...,2.0,0,worked was able find system format it.second card sandisk was sent unformatted.they need get act together ...
"This card is fast! And cheap!  I used it on my Canon S100 Camera to shoot raw format pictures and 1080 video and it worked flawlessly.  I'm currently using it on my old Mytouch phone for storage.Great product, great price.",4.0,2,this card fast cheap used canon s100 camera shoot raw format picture 1080 video worked flawlessly currently using old mytouch phone storage.great product great price
It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,3.0,1,store data does good job else can say something has become common place today world
"I am using it my camera instead But if you want it on a sum sung, this isn't the one to buy.",3.0,1,using camera instead want sum sung this not_the one buy
The card was good.  Haven't had a problem with it yet.  Good price.  Fit the product I bought it for.,3.0,1,card was good have not_had problem yet good price fit product bought
I got this for my 3 year old's Nabi. I can put tons of movies and tv shows on this thing and keep her entertained for hours. For the price it's hard to beat.,5.0,2,got this year old nabi can put ton movie show this thing keep entertained hour price hard beat
"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",1.0,0,was using mine gopro hero card broke no_reason controversy weather gopro sandisk doing google research seems sandisks fault card also fail used varies samsung device phone tablet amazon sent replacement no_harm done money would expect something top notch.gopro user support forum recommend getting 2x32gb card have not_had issue far anyone know worst part losing important content was lucky copied movie card onto others not_so lucky
my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,3.0,1,slr has card take time next click thought this would solve problem say faster way better product not_see happening
"It may be that the internal SD slot of the 2012 Mac Book Air is not too fast perhaps?  I am very disappointed that I can only achieve 4-9 MB/s of write/read speed.  Makes me remember speeds of 5 years ago.  Again, this may be the computer's fault, but I am not too happy...",3.0,1,may internal slot 2012 mac book air not_too fast perhaps disappointed can achieve writeread speed make remember speed year ago this may computer fault not_too happy ...
It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,3.0,1,writes according sandisk app test speed 16mbsecond have expected little
"forget loading this into your cart.  a one day pause and this junk went up 16.99, in ONE DAY.  I don't give money to aXXholes.",1.0,0,forget loading this cart one day pause this junk went 16.99 one day not_give money axxholes
"Thank God for amazon return policy or I would be incensed.  This little platic device from hell died unexpectedly after 37 days.  I lost all my phone pictures that were not stored on the phone.  I lost the music but have most on PC.  I lost the videos I had from concerts.What happened was the phone gave me a warning that the storage device (Sandisk Ultra) could not be found.  I took it out and restarted my Galaxy Note 2 and it worked.  then about one hour later I got the same warning.  I tried to save my data with MY Backup Pro App (I had to purchase an extra 3 GBs of data for cloud because the App comes with only 75 MB or something like that and so I backed up everything on the Sandisk Storage).  And as it was backing everything on line  using the Backup Pro Cloud, the Sandisk fried and stopped the backup process.  I was prompted to format the storage disc but everytime I performed this process, the phone would not complete the format.  Now keep in mind that I was not near a computer because I was on vacation so I could not use a computer to format in Fat32.I am returning this disc and purchasing a Samsung 32 GB that costs over 50 bucks.  You get what you pay for.",1.0,0,thank god amazon return policy would incensed this little platic device hell died unexpectedly day lost phone picture were not_stored phone lost music have lost video had concerts.what happened was phone gave warning storage device sandisk ultra could not_be found took restarted galaxy note worked one hour later got same warning tried save data backup pro app had purchase extra data cloud because app come something like backed everything sandisk storage was backing everything line using backup pro cloud sandisk fried stopped backup process was prompted format storage disc everytime performed this process phone would not_complete format keep mind was not_near computer because was vacation could not_use computer format fat32.i returning this disc purchasing samsung cost buck get pay
"Worked fine for a month and then after about a month, the phone didn't see the card any more. Tried to read it on several PC's and none of them detected the card. Unfortunately it hadn't been backed up so all pictures and videos take on the phone are now gone.",1.0,0,worked fine month month phone did not_see card tried read several none_of detected card unfortunately had not_been backed picture video take phone are gone
"I purchased this card (the 64GB version) to use in a Samsung Galaxy S2 phone. It worked perfectly for almost three months, at which point it just stopped mounting. The phone detects a card, but is incapable of formatting it. It's even worse on my computer, which does not even detect the card anymore (and yes, I'm using an SDXC-compatible USB reader).I contacted SanDisk for an RMA and they will probably replace it, although the replacement process is needlessly slow and painful.I had bought this card based on the glowing reviews, but I'm going to stay away from SanDisk products from now on.",1.0,0,purchased this card 64gb version use samsung galaxy phone worked perfectly almost three month point stopped mounting phone detects card incapable formatting even worse computer does not_even detect card anymore yes using sdxccompatible usb reader.i contacted sandisk rma will probably replace although replacement process needlessly slow painful.i had bought this card based glowing review going stay away sandisk product
I can't read or write anything on this card on my PC or my GS3. I am pretty sure that I got a dud.,1.0,0,can not read write anything this card gs3 pretty sure got dud
"There is a known issue with a batch of these cards where they can completely die.  This is known defect (affecting a lot of Galaxy S3 and Note users), so if your card dies, either exchange through Amazon or contact SanDisk for a replacement.  Newer cards are supposedly fixed, but you might want to back up your data just in case.  Mine were purchased in November 2012 and both have now failed in separate phones, unreadable by PCs or phones.",3.0,1,known issue batch card can completely die this known defect affecting lot galaxy note user card either exchange amazon contact sandisk replacement newer card are supposedly fixed might want back data case mine were purchased november 2012 have failed separate phone unreadable phone
The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,5.0,2,card arrived promptly has worked flawlessly dashcam would recommend purchase others need this kind card
"If, like me, you are still happily in the Stone Age with Windows XP, your computer will not be able to use this card unless you install Windows Update KB955704.  This update is available from Microsoft.com.Thanks to dOGG94, who pointed this out in Customer Questions and Answers on August 6, 2013.  I installed this update and am now able to load GoPro's pictures onto my computer. dOGG94's answer to the customer question provides the link to the update.  Amazon did not allow me to post the link here.  I don't know why.  Just go to the Microsoft.com updates site and look for KB955704.  Or go to the indicated question for the link.The product description should have provided this information.",5.0,2,like are still happily stone age window computer will not_be able use this card unless install window update kb955704 this update available microsoft.com.thanks dogg94 pointed this customer question answer august 2013. installed this update able load gopros picture onto computer dogg94s answer customer question provides link update amazon did not_allow post link not_know microsoft.com update site look kb955704 indicated question link.the product description should have provided this information
"Fortunately I got this as a lightning deal, so it wasn't that expensive.  I purchased it in October, but didn't start using it on my Samsung Galaxy S3 until January.  It was fine, until it wasn't.  It chose to die today.  Just a little more than four months after I started using it.  I checked my phone this morning and it told me that the SD card had been unmounted.  I did not think much of it.  But when I rebooted my phone and was still unable to find the card, I began to be concerned.  When I got home from work, I put a different card in, and it worked fine.  I tried to check the card on my computer, and it couldn't be seen.  So the problem is definitely a card.  Unfortunately, I lost most of the pictures I've taken since getting this phone.  I know that I probably should have backed them up, but I really didn't expect the card to fail so quickly.  Perhaps if I'd read all of the one start posts before buying, I would have.  Oh well, back to my 16GB Amazon Class 10 card until I can get a different one.I'm not even going to bother with a warranty claim.  I don't need another card that will fail after four months.",1.0,0,fortunately got this lightning deal was not_that expensive purchased october did not_start using samsung galaxy january was fine was not chose die today little four month started using checked phone this morning told card had been unmounted did not_think much rebooted phone was still unable find card began concerned got home work put different card worked fine tried check card computer could not_be seen problem definitely card unfortunately lost picture have taken since getting this phone know probably should have backed really did not_expect card fail quickly perhaps would read one start post before buying would have well back 16gb amazon class card can get different one.i not_even going bother warranty claim not_need another card will fail four month
"I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",3.0,1,owned one year before lost ability write this was disappointing not_a deal breaker because san disk product are usually built last believe received bad one batch mine came
"I installed this on my Galaxy Note 2 and it crashed after one month. Lost all my pictures on the card. Had it not been for Google Plus instant upload and redundant backup to Dropbox all of the pictures would have been lost. I think I should get a refund but I did not keep the original packaging. I would not buy this, but if you do keep the packaging so you can return it. If you read most of the reviews you will see that a lot of people have had trouble with this card crashing. I don't think Amazon should offer it as it hurts their overall customer satisfaction.",1.0,0,installed this galaxy note crashed one month lost picture card had not_been google plus instant upload redundant backup dropbox picture would have been lost think should get refund did not_keep original packaging would not_buy this keep packaging can return read review will see lot people have had trouble this card crashing not_think amazon should offer hurt overall customer satisfaction
"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",1.0,0,have issue gopro not_use transfer speed inaccurate gopro has even admitted does not_support this
"I purchased a 64Gb Samsung SD card to expand the memory of the phone.However, I frequently get a message that the card has been removed or is recovering.Sometimes the problem clears itself, other times I have to reboot the phone.It also says ""MTP application will restart to prepare SD Card"". It then starts listing the restarting/recovering SD card.I eventually replaced it with a Sandisk 16gb microsd ""HD"" card from Walmart and it is operating fine.I have been reading a lot about people having issues with the 64gb sandisk cards and the Galaxy S4.I wish I had done more research before wasting $50 on what I thought was a good buy!",1.0,0,purchased 64gb samsung card expand memory phone.however frequently get message card has been removed recovering.sometimes problem clear time have reboot phone.it also say mtp application will restart prepare card start listing restartingrecovering card.i eventually replaced sandisk 16gb microsd card walmart operating fine.i have been reading lot people issue 64gb sandisk card galaxy s4.i wish had done research before wasting thought was good buy
"I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computer's card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... That's less than %50 of the advertised transfer rate.To be fair, I've used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what I've gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.",3.0,1,purchased this card daily lighting deal new samsung galaxy note was recognized without issue connected adapter computer card reader transfer 3gb data best consistent transfer rate average was roughly 13mbps ... less advertised transfer rate.to fair have used same external card reader sony hx100 digital camera card 16gb class get double transfer rate have gotten this card.here setup1 adapter included this card.2 external 12in1 usb 2.0 card reader connected usb 2.0 port pc3 file transferred were varying sizes.4 transferred 2tb seagate sata3 hdd connected sata2 port5 window enterprise x64 yah babythe excuse give this card bad performance file were relatively small size were large 50mb ... this still does not_justify low transfer rate.i not_really picky because this card will reside inside super phone still does not_justify money paid this card.i hope this will help others
I really don't know what to think about this I got it thinking it would solve my memory problems but that's not the case turns out you can only put certain things on this and of course none of the thingsthat are eating up your memory on.your will go there is a way to swap your internal memory for your external card but it's not easy and you have to root  your phone,3.0,1,really not_know think this got thinking would solve memory problem not_the case turn can put certain thing this course none_of thingsthat are eating memory on.your will way swap internal memory external card not_easy have root phone
"I bought this about 5 months ago, give or take. I needed if for my Galaxy S3. It works perfect.",5.0,2,bought this month ago give take needed galaxy work perfect
"Gets the job done for my GoPro so that's good. I just never liked how small the actual card is due to its nature of it might just get lost...then that's game over. The price was amazing, so I got two for the price of half of one.",3.0,1,get job done gopro good never_liked small actual card due nature might get lost ... game price was amazing got two price half one
thanks a lot sandisk good job works with adapter on nikon d800 flawless. non stop 20 min hd 1080p recording,5.0,2,thanks lot sandisk good job work adapter nikon d800 flawless non stop min 1080p recording
I use this with a 1080p video camera and it performs very well.  It doesn't have any issue keeping up and the transfer rates when interfacing with a computer are high.,5.0,2,use this 1080p video camera performs well does not_have issue keeping transfer rate interfacing computer are high
"I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",3.0,1,not_get worked memory card usually try buy least class 10. sure this fine card one purchased was defective replaced another brand not_wanting try twice
I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,3.0,1,got samsung galaxy tab got this increase memory had hoped transfer file macbook will not_recognize memory card need apple genius bar see can figure
"It's good, I liked it, works perfectly with my Minidrive, but it's kind of slow, sometimes it doesn't reach the promised 10MB/s.",4.0,2,good liked work perfectly minidrive kind slow sometimes does not_reach promised 10mbs
I got this to upgrade my tablet to 40GB with the micro SD card. The tablet is a Ainol AX1 with 8GB of storage. I thought i needed more storage for movies. Seems to work just fine.,5.0,2,got this upgrade tablet 40gb micro card tablet ainol ax1 8gb storage thought needed storage movie seems work fine
Works exactly like it is supposed to. I can't wait however for a 128 GB card to come out and blow this out of the water.,5.0,2,work exactly like supposed can not wait however 128 card come blow this water
"I have been using this memory card for several months now and it is working great. It is wonderful to have a huge selection of eBooks, mp3 files, movies and plenty of space for phone generated photos and video clips.I have not noticed any delay in accessing files on this huge memory card.8/14/13 update - Also Worked out of the box in my Samsung Galaxy Note 10.1 .",5.0,2,have been using this memory card several month working great wonderful have huge selection ebooks mp3 file movie plenty space phone generated photo video clips.i have not_noticed delay accessing file this huge memory card.81413 update also worked box samsung galaxy note 10.1
I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,3.0,1,bought this card samsung galaxy unfortunately failed month contacted sandisk promptly sent another has been going strong month
This memory card has been working flawlessly. Prices have been dropping nicely. Amazing the storage capacity in something so small.,5.0,2,this memory card has been working flawlessly price have been dropping nicely amazing storage capacity something small
Bought this to add memory to my phone.  No problems installing and it works great.  Don't know if I could ask for anything more.,5.0,2,bought this add memory phone no_problems installing work great not_know could ask anything
"What else can I say... this SanDisk 32 GB class 10 works like a charm in my Galaxy SII i9100 (unlocked). If you're upgrading from an old smaller microSD card, I did this:1. Create a .img file of the old microSD with HDD Raw Copy Tool (freeware)2. Recover the saved .img file in the new microSD card with HDD Raw Copy Tool* Since the old microSD had only 8 GB, the new microSD card will have only 8 GB D:3. Install Minitool Partition wizard (freeware) and choose the new microSD.4. Choose the Move/Resize option.5. Drag the space to the full size of the new microSD card6. Don't forget to Apply7. Put the microSD in your phone and there you go all your stuff and apps saved to the microSD working.",5.0,2,else can say ... this sandisk class work like charm galaxy sii i9100 unlocked are upgrading old smaller microsd card did this1 create .img file old microsd hdd raw copy tool freeware2 recover saved .img file new microsd card hdd raw copy tool since old microsd had new microsd card will have install minitool partition wizard freeware choose new microsd.4 choose moveresize option.5 drag space full size new microsd card6 not_forget apply7 put microsd phone stuff apps saved microsd working
"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",5.0,2,buy this one was inserted galaxy note also asus transformer infinity bought card will buy need easy install pop device read simple
"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",1.0,0,really want like trust sandisk manufacturer memory card said moving 3rd card thank amazon exceptional customer service else would upset.basically this card will suddenly not_allow writing anymore can not save file can not delete file can not event format have tried doing three different device no_luck doing reading sandisk forum this seems happening lot cards.i returning this amazon trying luck different brand see happens
"I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",1.0,0,bought two major electronics retailer make sure not_get bootleg one crapped usually buy amazon needed rig away unless company has bought large batch bootleg card maybe retarded bought same store different location have switched brand not_taking anymore chance case flood bootleg one hit retail chain worked fine first card filled time time died phone could not_reformat recognize good luck buy this major name brand thought were best not_for guess
"I got to of these cards:-  One in a Samsung Galaxy S3 => No problem so far.- One in my Asus tablet => No problem so far.Plenty of space, fast, format without a glitch. I will keep buying this product as needed until better comes on the market.",5.0,2,got card one samsung galaxy no_problem far one asus tablet no_problem far.plenty space fast format without glitch will keep buying this product needed better come market
seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,3.0,1,seems work good gopro have had day have problem coming month will update this not work ...
Took out my old card a black one from Kingston HC and replaced it with this Ultra one. When transferring files you can see the difference in speed. About 60% faster transfer rate than the Kingston.,5.0,2,took old card black one kingston replaced this ultra one transferring file can see difference speed faster transfer rate kingston
"Like many here, mine failed and I lost my data (but being smart, I had a backup).  After further investigation, I found this product is NOT compatible with Android and a number of devices (cameras, phones, gps unit).  Windows seems to love it though.  Wish I had a windows device that could use 32G... my only one uses a whopping 100k at best.  What a Waste.UPDATE: Reformated is as FAT32 and works ok in my android devices and my Sony camera for about 3 months now.  Still, I keep a hot quick backup (OTA) every day to my desktop computer... I'll just say I'm not 100% confident in it yet.",3.0,1,like many mine failed lost data being smart had backup investigation found this product not_compatible android number device camera phone gps unit window seems love though wish had window device could use 32g ... one whopping 100k best waste.update reformated fat32 work android device sony camera month still keep hot quick backup ota every day desktop computer ... will say not_100 confident yet
"Great little card.  The only problem I have experienced may not even be related to the card, but Android OS itself.  I experience buffering/'hiccups'/pauses when watching a video if I also have my utorrent client in the background downloading.  I am not sure if this is limited to the card itself and possibly a faster write speed is needed, or it's the fault of the phone's OS.  However, I am confident that it's operating within spec.Card looks good too.. too bad it's in the case of my phone never to be seen.",3.0,1,great little card problem have experienced may not_even related card android experience bufferinghiccupspauses watching video also have utorrent client background downloading not_sure this limited card possibly faster write speed needed fault phone however confident operating within spec.card look good bad case phone never_to seen
Yee so this is the maximum space allowed in the gopros to my knowledge. The older versions like the Hero 3 are the larger SD cards but now the micro SD cards are allowed. Great price and great quality for those HD pictures and movies. Get it.,5.0,2,yee this maximum space allowed gopros knowledge older version like hero are larger card micro card are allowed great price great quality picture movie get
"does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",5.0,2,does promised neat frustration free packaging did not_run speed check believe sandisk quality unmatched
"Whether I'm on vacation or just taking photos and videos around the house I don't trust any other memory cards to keep all my memories.  I bought this card mainly for my Contour ROAM 2 Helmet Cam, but I've been using SanDisk Compact Flash Cards in my Canon DSLR and SanDisk SD Cards in my Panasonic HMC40 video camera and I've never had a single problem.  They don't fail, I've never had a file corrupted, they've survived x rays at the airport and extreme weather conditions.  Sometimes I'm tempted with the prices of other memory cards but in the end I go with the SanDisk for that warm and fuzzy feeling of knowing all my photos and videos will be perfectly safe.",5.0,2,whether vacation taking photo video around house not_trust memory card keep memory bought this card mainly contour roam helmet cam have been using sandisk compact flash card canon dslr sandisk card panasonic hmc40 video camera have never_had single problem not_fail have never_had file corrupted have survived ray airport extreme weather condition sometimes tempted price memory card end sandisk warm fuzzy feeling knowing photo video will perfectly safe
"The product is OK, but my card does not acheive the rated write speed of 10 MB/sec.  Most applications probably don't need to hit 10 MB/sec, but my GoPro Hero 3 does need the full bandwidth and thus would bomb on me sometimes.  As tested, my card got between 8-10 MB/sec using the larger block sizes.  I complained to Sandisk about it and they allowed me to send it in for a replacement which I did (and took almost 2 weeks), but the replacement behaved the same way.  I would say this card is OK for most applications, but if you need top end speed, I would go with another card.  I bought my card in May 2013 and had it replaced in August 2013 so hopefully they have fixed this problem by now.",2.0,0,product card does not_acheive rated write speed mbsec application probably not_need hit mbsec gopro hero does need full bandwidth thus would bomb sometimes tested card got between 810 mbsec using larger block size complained sandisk allowed send replacement did took almost week replacement behaved same way would say this card application need top end speed would another card bought card may 2013 had replaced august 2013 hopefully have fixed this problem
Fungible micro SD card that works as expected.  Now for filler text to get past the idiotic word count minimum.,4.0,2,fungible micro card work expected filler text get past idiotic word count minimum
This card is very responsive and never encountered a single issue. Works great in very cold or hot weather! I am using it when skiing and it is often exposed to very cold weather. I have stored so far few hundred hours of video over multiple events and not a glitch. Would buy again for sure.,5.0,2,this card responsive never_encountered single issue work great cold hot weather using skiing often exposed cold weather have stored far hundred hour video multiple event not_a glitch would buy sure
Does exactly what it's designed to do.  I'm looking forward to transferring it from the phone to my new camera on an as-needed basis.,5.0,2,does exactly designed looking forward transferring phone new camera asneeded basis
I like things that work and I like things that work the way they're sold to me and when they do I give it a great review so trust me when I say this works and you won't find a faster SD card out there.,5.0,2,like thing work like thing work way are sold give great review trust say this work will not_find faster card
"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",3.0,1,not_get advertised speed 30mbs like 200300kbs galaxy least give lot extra storage space phone work nicely not_need transfer big file
AS ADVERTISED. 64GB HIGH TRANSFER SPEEDS AND oh yeah ANDROID FTW 9 8 7 6 5 4 3 2 1,5.0,2,advertised 64gb high transfer speed yeah android ftw
Needed a memory card for my phone (Samsung Galaxy III) and this works fine for it.  No problems at all.,5.0,2,needed memory card phone samsung galaxy iii this work fine no_problems
"I had this Sandisk 32Gb Class 10 micro SDHC card in a Pittasoft Blackvue DR500GW-HD in-car camera DVR. It worked like a champ for 2 months and then died with the dreaded ""Please format the SD card"" errors. Stuck it in my Mac Mini (2011) and it is unrecognizable. Same with Windows PC. Even the low level HP SD card formatter cannot reformat it. So in the garbage it goes. I have 2 more of these cards in my Garmin GPS devices and they continue to work (so far) but they are not being written to continually every day like the Blackvue. So a word of advice; if you need to write to these cards often - buy something else.",1.0,0,had this sandisk 32gb class micro sdhc card pittasoft blackvue dr500gwhd incar camera dvr worked like champ month died dreaded please format card errors stuck mac mini 2011 unrecognizable same window even low level card formatter can not reformat garbage have card garmin gps device continue work far are not_being written continually every day like blackvue word advice need write card often buy something else
Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,3.0,1,quickly went bad used maybe week better keep receipt bad did not.bad deal period
