text,sentiment
"Monday, November 26, 2012I put this in the Galaxy S3 without formatting, restarted the phone and it showed 59.4g GB of space.  I transferred all the files from the old 16 GB card and then moved all my music to the card with the phone connected to my computer by the USB cord.  Still lots of space left and the various music players seem to see all the music.Tuesday, November 27, 2012The card didn't show up on the phone this afternoon.  No message, just no songs to play and no card according to everything I could check on the phone.  I restarted the phone and got a notification that the SD card was corrupt, needed formatting and that I would loose all data on the card.  I restarted the phone again, without formatting, and the card came up like it had never been missing.  I am writing this on Thursday, 11/29 and I have not had another issue with the card.December 6Well, I don't know what to think.  The card disappeared again and I reformatted it FAT32 in an attempt to fix the problem.  The whole point of getting this large card was to have my music on my phone and not have to stream it from the cloud.  I tried several music players and went with PowerAmp because of the good reviews and that I could specify the folder to play from.  So PowerAmp is looking for the folder /mnt/extSdCard/Music and playing the songs in all the subfolders.  It is PowerAmp that tells me that folder is not available.The card has gone missing one other time and restarting the phone fixed the problem.Today, PowerAmp would not play and when I got home I found the Music folder was gone.  I also had Ringtones folder and it was also gone.  Now, I may not be the sharpest saw in the shed, but I know I did not delete those folders.  The card had other folders but not those two so it had not been reformatted.I am starting to think the problem is with the Galaxy S3.  I had a 16 GB FAT32 card in this phone that had been in my previous HTC phone.  That card was not large enough to held my music so I don't know if it was disappearing or not.  I wish this combination of phone and 64GB card was more reliable but just don't know where the problem lies.I lowered the stars from 4 to 3 but I really don't know if the problem is with the card, the phone or both.  All I know is that they do not seem to be playing well together.December 7There was a notification on the phone this morning that the SD card was corrupted and needed to be formatted.  I restarted the phone several times and got the notification each time.  I reformatted the SD card using the phone, a step I don't think I have tried yet.December 8Another MINOR problem I have is that the message counter gets stuck on 1 when I have no new messages.  The only fix I have found is to restart the phone.  That happened this morning and I got the corrupted card message again, but restarted again and the card came up OK.December 11So, the files on the card keep disappearing.  The card is mounted and the phone shows the correct free memory but PowerAmp, and file directory programs do not see any files on the card.  I restart the phone and the files come back.  Very strange.  I played music on and off all day today without a problem and then this evening all the files disappeared again. Restarted the phone and all is well again.December 15My phone upgraded to 4.1.1 yesterday and the same issues remain.  It is a crap shoot as to if music will play.  I take a lot of photos and use the service Zenfolio to store and display them.  I have an app that syncs with Zenfolio and keeps a phone size version of the photos on my phone.  I set this app to store the photos on the Samsung SD card and have similar issues with it when the data on the phone goes away.  This morning the SD card came up as corrupt again after a restart to get the data back.  It took a total of 3 restarts to get the music and photos back.December 18I have been trying to play music stored on this card today and my phone has reset several times.  Very frustrating.  I ordered a SanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFP today for about $25.00 and I'll see if I have the same issues.  Very disappointing.December 28I purchased and installed theSanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFPand copied all the files from the 64GB card to the new 32GB card.  No formatting, no fuss, no muss.  I have not had a phone reset since, have played music through Bluetooth for hours in the car, have viewed photos.  Everything just works.  Half the memory but what I have is always available and the phone works, a good trade off.  I am still disappointed that the 64GB did not work with the SG3.  I have purchased aelago Mobile Nano II USB 2.0 microSDHC Flash Memory Card Reader (Black)to use the 64GB MicroSDHC card as a thumb drive.",0
"Purchased for my android phone to provide more media storage.  The one I received was DOA.  Spoke with SanDisk tech support who confirmed that it was a bad unit.  Since it was within 30 days, they suggested I return it to Amazon instead of going through warranty procedures.  I returned it to Amazon, but made the mistake of requesting a replacement instead of a refund.  The replacement appeared to work at first, but after a short while, it caused my phone to reboot, files went missing and displayed other forms of instability.  It was a bit late to return again, so I contacted Sandisk who replaced the unit under the warranty.  However, this all took a lot of time, necessitated repeated copying of many GBs of data and secure erasing of information.The warranty replacement from SanDisk works well, so far.  However, I'm not seeing much improvement in my application over a similar 32GB Class 4 SanDisk microSDHC (this one is class 10).  Would probably give the current unit 3 stars, but this rating is for the Amazon delivered units (both defective).If you do get a bad one, I'd suggest to return for refund, not replacement.",0
"marvelous, I just fixed it into my camera and it automatically recognized it. great storage for my camera to use",2
"The GoPro seems a bit finicky about card speeds since the last firmware upgrade I applied. The cards I've been using for quite a long time started causing it to randomly report errors and stop recording. I got a couple of these SanDisk cards and I've got the Hero powered via the USB port so I can fill the cards repeatedly without running out of battery. No errors reported so far, and I've completely filled one card twice and the other three times.I haven't always had the best luck with SanDisk but these are working well so far. Fingers crossed that they last a while, I use the camera to record off-road and &#34;brisk&#34; dual-sport rides.",1
"Will review, when I install and use. Product arrived on time. Appears  to be quality and what I need. Will review soon.",1
"I got this on sale for $42.99, which is really low for what it is. As soon as it arrived I transferred all the data from the 8GB Micro SD that was in my Samsung Galaxy S III to this SD card, at first my phone didn't see the card, I rebooted my phone and now everything is in perfect working order. I don't know what I'm going to do with all this space, but I'm sure I'll figure something out.",2
"I trusted this company but they only warranty their products about two months. I used the micro SD card in a Go Pro camera for approximately one (filming) hour and the third time I inserted it into the camera it showed;NO SD CARD;. After further investigation the card was determined to be bad. Amazon will not stand behind the card and I am out $50. This is a rare situation with Amazon, they are usually very helpful when a product is no good so this very well could be the SanDisc company behind the short warranty. When you pay this much money and the product doesn't even last two months, it should get NO stars, but then you know I cannot do that!UPDATE~ AMAZON DID REPLACE THIS CARD AFTER I SENT IT BACK TO THEM SO I UPGRADED THIS REVIEW TO THREE STARS",1
It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,1
"It does what it says it will do - unlike most people I know.It also handles very cold temperatures well, too.",1
This is the real deal. There are fakes out there and this is NOT one of them. This shipped directly from SanDisk Corporation! When purchasing from Amazon and the seller is different you never know what you may receive and they (the seller) are not always aware of fakes so you have to contact SanDisk to provide the serial code number off the card or send a pic to them so they may authenticate it. It's nice to not have to do that for a change! Checked the partition and it's correct. Also confirmed this card ir read by LG Optimus G Pro on AT&T network.,2
"I have an old SanDisk SD card that still works. I thought their new cards would be just as reliable, but I was wrong.The microsd card failed yesterday inside my phone. I used the adapter to connect it to my computer, but it wouldn't mount.I bought this directly from Amazon and not a third party vendor, so I know it's genuine SanDisk.",0
"I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",1
Good price. Works as expected. Nothing much more to say abt a MicroSD card honestly. The frustration free packaging is really good. Definitely better than the retail packaging.,1
And you wouldn't believe what Sandisk put me through to get a warranty replacement.  However I finally got the replacement and it has been working fine ever since.,1
the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,1
"I just called Sandisk and they say they have a new card version that corrects the problem. 1-866-SANDISK (726-3475)Sandisk Tech says that the new package will show that the card is made after March, 2013 (don't know if that includes March, but probably does), and it should be corrected. Some older than late 2012 reportedly are ok.  Who knows.They even say that they will provide a free UPS return label.Of course, you are taking a risk as to whether the problem is really fixed, so keep backups.  I don't know what I would do.",0
"Card is Good. I ordered one before and it performs as one would expect, so I ordered another. It took much longer to attempt get the second one so I wrote and got a refund. Seller, NMicro Technology,  was not the same as the first.",0
"never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",0
"I think this is probably a fine product, but it wasn't compatible with my Samsung Galaxy S3 phone. Formatted as exFAT (as it came from the factory), didn't work at all, but that's a known problem with the GS3. But even after reformatting to FAT32, the card caused my phone to reboot multiple times.",1
So this product is a large disappointment...bought it to use in my tablet but the card is forever getting corrupted....I've reformatted the card a few times but it's to the point now that even a reformat doesn't work..  Wasted money...don't recommend purchasing.,0
"This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",0
"Picked up this memory card at a great price on a gold box deal. Reputable name, fast card. However, after several months of trying to get my phone to work with the card, formatted it, partitioned it. &#34;mounted&#34; the card, &#34;unmounted the card,&#34; all to no avail.  I realized that this memory card is not compatible with my Samsung SGH-T769 (Galaxy S 4G). No need to get frustrated and try a Sandisk &#34;Ultra&#34; 32GB Class 10 card in the phone. I replaced this card with a &#34;plain&#34; Sandisk 32GB Class 4 card in my phone, it was immediately recognized, formatted and mounted by the Samsung phone.YMMV",1
"This has got to be by far the BEST microSD card on the market. It is very fast, was easy to set it up. I am using it in a Samsung Galaxy S3 and it works flawlessly. Well worth the money.",2
We needed an option to increase the storage available in my wife's Nook Tablet and this serve the purpose perfectly. Just inserted it into the Micro SD slot and seconds later it was recognized.,2
"The card only read as 27 GB not 64 GB. I have formatted in various formats with various tools, and operating systems. I ordered a replacement and concluded this was a dud. Good luck buying this product, rest assured amazon has a good return policy.",0
"I didn't format the card 1st and it cost me my video. Don't do what I did; format the card then use it (Windows PC) I'm not sure if you have to format 1st when using MAC. I used a PNY SDHC 16gb card and it did just as good as the SanDisk and it cost about $15 less, I think that's the better way to go, you're getting the same results just not as long of video time.",1
"had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.",0
Had the 32GB SD Card for a 4 months before it died on me. Tried to swap it out and said warranty was only 60 days long. Last SanDisk product I ever buy.,0
This card failed after 2 weeks of use.  I have the same problem with their SSD failed on me after 6 months.,0
"I do not know if the GS3's have issues with reading cards of this size but I eventually had to remove this card and purchase a Transcend 8GB Class 10 card just to check if it was my phone that was the problem. When I got it I opened the packet, and popped it right in. Recognized, was able to start using, taking shots and video and they immediately saved to the card without the hangup my old class 2 card used to have. After a couple of days I noticed that I would take a shot and the phone would give me an error that it could not save to the SD card. You would have to reboot to fix. When scrolling through the gallery on the SD card it would freeze and the app would crash. I moved what I could, formatted the card but the same thing kept happening.Since installing the new Transcend 8GB card I've had no such issues. Maybe its just MY phone but I think there have been enough complaints from GS3 owners to be a little skeptical about this card on their phones.",1
"A month and a half after purchase...  My device powered off while the card was in use (batteries ran out).  Since then, doesn't work.  The device doesn't recognize it.  Doesn't respond to recovery, reformatting, partitioning... nothing.  I've used EaseUS, ZAR, HP USB Disk Format, and a couple others.  No dice.  Nothing can read it or fix it.",0
"I ordered this in a frustration free for, I don't really know why, and to my surprise the package was already open.Amazon is trying to make my life so much easier that I won't even need to open anything anymore. /ironyMaybe someone messed with my card, maybe not, but I'm never ordering anything in frustration free package.I'll test the card and update the review.Update:After testing the card and contacting Sandisk about it, i'm able to confirm that the card is authentic.The 3 star review reflect the packaging. I might not use it next time.",1
I started to have trouble with my card after about 3 months. I shall attempt to get a replacement and hopefully the new one lasts much longer.,1
"Decent transfer speeds out of phone..in phone sees around 10-12MB/s down to 5. This card is nothing to write home about however, as it only lasted me 7 months. Now it will not read in my phone or laptop or friend's phone. So now I lost all my files....I recommend you store your vital files in the phone.",1
"My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",0
Seemed to work as advertised.  But my first one failed abruptly after one week.  My smartphone failed to &#34;see&#34; it.  But Amazon replaced it at no additional charge.  The second one is still working fine.  (My smartphone is a Samsung S4G.),1
Perfect.Get the 32gb.,2
"The 32gb holds alot and when they say that this memory card is fast, they mean it. Holds everything I need on my android phone and works well with it. Had a few issues with the phone primarily but it was resolved when I reset the phone (note: The phone is an old Sony Xperia Ion Lt28a and has had issues from overuse so I needed to reset it regardless of the memory card). Once I finished setting up the phone and memory card from factory specs the devices worked like a charm. Still would not overrate it though so 3 like most of my other reviews.",1
Works great with excellent speeds formatted as FAT32 with a new Samsung Galaxy Note 2! This memory let's me load most larger game apps (with GL to SD) and media files off the main internal memory. Very fast!,2
"They work great and I haven't had any issues with these cards.  I don't like using the adapters, but in a pinch I also used this in my Canon HS300 camera for 1080 video and photos with no issue.  They have very fast read/write speeds and have been quite reliable so far for me.",2
"My Droid Razr runs a little slow, is it because of this card?  I can't be sure.  What I am sure about is I put this card into my GoPro Hero 3 Black Edition and the video I record comes out choppy.  So I bought the SanDisk Extreme Pro 16GB version of this card, and the GoPro works fine now.  SanDisk is normally very good, so perhaps I somehow got a bad Ultra card.  I never returned or exchanged it because the warranty had expired before I tried it in my GoPro and knew for sure the card was slow.  The SanDisk Ultra should work in the GoPro Hero 3 according to the GoPro website, so again, perhaps I just got a subpar card...",1
"Before doing research, i assumed this card would support my brand new Hero 3 camera... considering it was sold off the Gopro site, it was a no brainer... or so i thought.Anyhow, the card seems to preform well under most circumstances WITHOUT using the Protunes settings. (The problems with the Hero 3 where due to the slow write speed of this card under Protunes settings, without this setting the Hero works fine)However, after a few timelapse issues (2 - 5 sec timelapse, which is well in this card's speeds).I noticed the card is corrupt. I tested this in other cameras and found that this problem still persists. I trust Sandisk as my top choice for all my professional work, however this card has failed!I would not recommend this EXPENSIVE card, id jump for a Samsung, or even the Transcend cards. They even come with a better warranty then this card.Nothing but problems and lost memories that i cant replace....",0
"Why is you buy a 16GB card and when you install it, you have only 14.8 GB? Exactly where does that 1GB+ I PAID FOR...go to?",1
This card is fast enough to meet my needs on a galaxy note 3. Plenty of memory for my pictures and files. No problems,2
"This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",0
When you are looking for a high end SD card with great write speeds look no further than Scan Disk Ultra,2
"The card seemed to work well in most devices that I tried it in, but in a Samsung Galaxy S4 it would continue to unmount and mount over & over on the phone - a known issue on the Galaxy S4 forums due to a possibly bad batch of them.  I tried to reformat the card in the phone and from a PC computer, but that didn't help.  Finally I just called SanDisk and they had to RMA the card, which took about 2 weeks from start to finish when I had the new card in my hand.  The new 64 GB card from SanDisk looks slightly different, but still has gray & red on it.  However, it now works great in the Galaxy S4 and hasn't had any unmounting issues now for the past 3 weeks.Good card for pretty much everything else, except in the new Samsung Galaxy S4 phones.",1
"This card is fast and flawless. Still have not been able to fill it up, and I do have a lot of music in it.",2
this item came on time nice works well  they want 12 more words i just dont have then . .,2
"I feel a little cheated, they state that this is the best for android phone yet it failed. I never even removed.i have had other memory cards last me years upon years.  Have to look for another one so disappointed. The phone moved smoother but not sure it is worth it",1
I really don't know what to think about this I got it thinking it would solve my memory problems but that's not the case turns out you can only put certain things on this and of course none of the thingsthat are eating up your memory on.your will go there is a way to swap your internal memory for your external card but it's not easy and you have to root  your phone,1
I put 20 GB of videos on this micro SD card and  it is a perfect fit and functions flawlessly.,2
"Even though it says my review is for the 32gb version it's for the 64gb. Not sure why it says 32gb above.I received this card to use in my 2013 MacBook Air for extra storage. I liked that the speeds were up to 30 MB/s. I figured there would be a little bit of a fudge factor but not this much.While I can consistently get almost 45 MB/s read speeds, the write speeds were only around 10.5 MB/s.I guess you could average these together but I don't think that's really the point. :-)I didn't see a review that dealt with this specifically so hopefully this will help someone else out in the future.Update: Only now did I go back and read the tiny print that ""Write speeds may be slower"". Well, that is obvious now but I think 1/4 of the speed is a lot slower.",1
"Failed after one month and the problem is epidemic on the sandisk forums , they slowly get corrupted then fail and report only 30-32mb size.The Lifetime warranty is nice, but these products are clearly defective , I'm in the process of RMA now, will update post on status updates.DO NOT TRUST YOUR DATA WITH THIS PRODUCT, KEEP A BACKUP OF EVERYTHING YOU PUT ON IT, I'M 100% serious, just look at the sandisk 'users' forum for 64gb cards.Here is my breakdown while it lastedSanDisk Ultra 64 GB microSDXC Class 10 UHS-1Write speed  was 8-10 Mb/s (usually 8, tested windows usb 3.0 reader, and android)Read speed 27 mb/sFAILED @ 1 1/2 monthsUpdate 2-13-14Received back replacement item in brand new condition readspeed is 40+mb/s write speed is still around 10-12mb/s - RMA turn around time was about 3 weeks, I will up rating if this one lasts longer then one month.Update 5-1-14RMA replacement is still going strong, upped the star rating by one point.",1
Bought this for my Hero3. It came with a 16GB card. You will get about 1.5 hrs of video on this card. Great price!,2
"All I can say is that if you need a new SD card, dodn't hesitate to buy this one.  Great deal and it works perfectly.",2
"I am using the Fiio X5 and my current 64 GB SD card is full. My library is now bigger than 150 GB and this Sandisk 128 GB card had a price drop to $100 and with free shipping, it was a no-brainer to get it to accommodate all my music files. It worked as advertised and speed can be further improved but then I am limited by the read speed of my player X5. Overall, a good product with the big memory space which filled my needs. Recommended to buy again if there is a discounted price for this card. Else get 2 x 64 GB card, which is still cheaper than a 128 GB SD card.",2
"the unit shows 0 bytes, in a PC or the phone. it keeps dismounting also. I got a replacement and it did the same thing. Not sure what is going on but it looks like a Chinese counterfeit case. I have seen this happen more and more lately. Amazon seems to be a major portal for these hings, it makes sense with a such a large retailer, they cant check everything.",0
"this did not last very long. Would not work in any of my mobile devices. I tried it in 4 different ones and the only place it now works is in my desktop in the adapter sleeve. Not much use there, since i already have 2 TB",0
It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,0
For the price these cards provide a good compromise in terms of speed and cost.  I use them with IOGear USB 3.0 adapters and they work well in that capacity.,2
"First two order of this item were fails. They both failed around six months of use. However, Sandisk honored their warranty and completely replaced the items. Still using it, and pretty happy.",1
"I put this baby in my Galaxy Note II, formatted it, and ran an SD card app to test it.  All seems to work well, maxs out my memory.",2
"This SanDisk UHS-1 TF Card is in good quality.However, it is not working as fast as the Class 10 standard. For operating a series of 4KB files, it can only read at ~2.6MB/s and write at 1.5MB/s.Compared to the SAMSUNG UHS-1 microsd, the SAMSUNG UHS-1 card can at least process 5MB of 4KB files per second, either reading or writing. For reading/writing giant files, This Sandisk card can reach &#62;30MB/S for reading and &#62;15MB/s for writing, which is acceptable for this price, but still a bit lower than SAMSUNG.",1
I should have known better. Everyone is complaining about this memory card if you read reviews on specialized forums. Last time I buy anything from Sandisk.,0
"im currently using it for my nokia lumia 810 and my camera, works very well and very fast! but expensiveEdit: I was really happy with the card until I had to record video on it. It seems that it doesnt write fast and my recordings end up being choppy and unwatchable. I was really disappointed in it, cuz I had to switch back to my phone's storage when recording video.",1
I got this for my tablet & have used this brand before on other things. It's a reliable brand & I never worry about quality with it.,2
"I have tested this card in both a Samsung Galaxy Note 3 phone and aSamsung Galaxy Tab 3 (10.1-Inchand it was immediately recognized by both devices. As I write this review the card has been running in my Tab 3 and constantly used for over a week.Other reviews have dissected the specs of this card, so I'll share how I use it and why I prefer these over the 64GB cards (which I also own and use). The price point on these 32GB cards have dramatically fallen and as of the date of this review they are priced as commodities. I use a few pairs of these to rotate backups on my laptop, so I always have a daily snapshot of my documents. For that purpose alone these cards are well worth it.For my tablet I have divided my extensive music library into genres and have them backed up to these cards. A 32GB card will hold about 150 CDs, so the space savings along over the physical media is significant. In fact one of these cards cost about the same as a rack for 150 CDs.These are also excellent for saving practice sessions that I sometimes record using my phone or tablet. I pop my primary SD card out of the device and swap one of these in to video record. Since this card will hold about six hours of video it's perfect for that use.Overall, these are reliable cards that have worked in a number of devices I own. I can assure anyone wanting to use them in a newer Samsung Note 2 or 3 phone or Tab 3 tablet that this card will work, and it is also excellent for HD video recording. At the price point it's an absolute bargain.",2
What more can be said?  This card is made by the leader in flash memory and was a reasonable price and very fast.,2
I am having some trouble with it in my cell phone (Motorola Triumph)  Music player has not been reliable since I loaded songs on it.  Not sure if it is the card or my phone and it is not a consistent problem.  I need to try it on a few other devices.,1
"Bought this to use in my Samsung SIII as it was supposed to be a fast card. Worked fine until it totally died after less than a year of very little us due to the design of the SIII. Phone popped up a message that the SD card had been removed (it hadn't). Nothing I did to the phone brought the card back up. Removed it and tried it in my laptop (Win7) and other computer (XP Pro) and it is totally dead, neither will even recognize its in the drive. Working with Sandisk to get a replacement, they want all kinds of fairly useless information, will see if I get an RMA number and replacement card.This is the first memory card I have ever had fail.As an update, warranty service from Sandisk has proven to be non-existent. They first asked to have over 16 questions answered, then mysteriously lost all the answers I sent back, three times.",0
It's a microSD chip. It's the storage amount I specified. It's sitting in the back of my Samsung Galaxy S3. It's nothing more than exactly what I asked for.,2
Great product! came with an adapter to plug into a camera or a regular sized card reader. The ultra allows for faster uploads and downloads onto the card!  Great for pictures and apps!,2
What can you say about a memory card. I took it out of the package. I put it in my GoPro. I turned the GoPro on and everything worked.,2
"At the time, this was one of the best you can get.  Even now, at UHS-1, you will be doing better than the older, slower chips.  The form factor is handy for products which can take the Micro SD.",2
Worked for awhile and then android would blow chunks (unexpectedly removed).  Windows sometimes could not read them and just blew up explorer.  Formated FAT32 .... ect ect ect over and over.  I'm done with SanDisk.  I think the problem is the CLASS 10 part of these cards.  All other cards I have work fine and they are less than class 10.  Maybe this was a bad batch because my replacement card a few days later (from Amazon) did the same thing again.EDIT: Decided to pick up the card that was laying on my counter for the last 3 months and give things another try.  Still does not work in HTC Evo LTE or EVO 3D.  Finally got it working in Galaxy S3.  Still very frustrating.,1
Amazon sells this card for a great value! No local store even comes close to this price. It has plenty of room on it for lots of storage.,2
"you can film up to 2:30 hours with it, and 4000 pictures on 5MP so no bad for what i need.",2
title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,1
"Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",0
"This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",1
"I was really excited when this came out I have a Mac Air and a lot of music and film on it so the ability to stick this in my MiniDrive was great, it was that or buy a 128GB MiniDrive Air which is like $30 more that this and I already had a MiniDrive.  Problem is its not very fast, not fast enough, my girlfriend has a new 128GB MiniDrive and it runs way faster than this in my old adapter and new sandisk 128.  Its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.Thanks",1
"Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok.",1
"I got a card and it wouldn't let me copy files to it, it would (a) not recognize on any of the three computers or my android tab at home, and (b) unmount itself in the middle of file copies.  These two things happened randomly.  I got a replacement, but it suffered from the problem of letting me format it (yay, farther than I got with unit 1), then crapping out 300mb into a file transfer.AVOID THIS GUY.",0
"I hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, I have to pull it out and then place it again in every hour.....It might have been just my microSd problem.... But I wont purchase one of this ever again",0
"failed in one month.  Sandisk very promptly replaced, great customer service, and the new card seems to work ok.  I have read that there are some problems with the galaxy s3 so it may not have been the memory module's fault it failed.",1
I bought this for my Lenovo A2109 tablet which alot of sites say wont work.  Once I formatted it to FAT32 it worked flawlessly.  Its fast and provides tons of storage to my 16gb tablet.,2
"Love it, now i have 118GB in my zte supreme, works really well in my phone, it restarted my phone a few times when i first put it in but no problems after that, no idea why it did that, but now i can fit my entire music collection on my android which has reached 94GB of all rock and metal!!!!!!!!!!!! now i can get rid of that damn ugly ass ipod classic!!!",2
"I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again.",0
"Loaded up my mp3 collection in no time for use in my phone, came with SD adapter and in very small packaging, almost nothing to throw away! Card has worked great in my phone so far, no lag on video or audio. Good deal @ 30usd",2
"Ordered it on 1/10/13, never received the first 2 sup[posed shipments then 32 days later an envelope arrives with a counterfeit SD card that was detected as fake with H2TESTW software after writing only 71mb's it crashed several times. No hologram or individual serial number on the Chinese knock off packaging either. Make sure you know where they are coming from! Only buy these from reputable authorized dealers! It's worth the extra couple bucks to avoid this frustration!",0
This works with my Galaxy Note 2. The phone recognizes it and it reads 59.47gb available. Very sturdy card fits perfectly comes with the adapter. Once you place it in your device it is best to format the card so the device can read it. You also want the class 10 rating.,2
"I bought this to because I wanted to upload music to the disk for my off the computer listening, this does not support music files so I have no need for this. I've tried hooking it up with the Flash card it came with, I've tried putting it in my phone and hooking my  phone to the computer, I've tried through my mp3 player...nothing. I can't even get Windows Media to recognize the flashcard. If you're looking for more storage for portable music don't buy this.",0
These things are supposed to work flawlessly aren't they? Anyway this does. Didn't need to format it in my S4 - went straight in no probs.,2
I could not get this brand of memory card to work in my Roku.  It would not format correctly.  I had to return this for another brand which worked ok.,0
"Upon receiving, I installed in my Samsung galaxy S4 phone.  It works great and gives me the maximum memory available for this phone model. No complaints, fast ship, fair price.",2
"i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies/music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.",0
"im using this card on my galaxy note 2 but it's slow, and phone constantly unable to read the card",0
"UPDATE 6/18/14: Well, I suppose nothing lasts forever. After almost a year, the card has gone bad. I use the card a lot in my smartphone - a T-Mobile Samsung Galaxy S3 (SGH-T999). All my photos, voice recordings, and downloads go on this card, and the downloads are transferred to my computer almost daily via USB cable. A few days ago, a video file I transferred to my computer refused to play correctly. No video, and the audio was skipping and squealing, which I recognize as the sound of a corrupted file. I thought maybe the transfer didn't complete; tried it again, same result. I tried to play the file right on the phone, and it didn't play on my phone! I knew there was a problem. I tried copying the video to my phone storage and playing it there, still no luck. Then I deleted the video and decided to download it directly to my phone, not the SD card - EUREKA. It played perfectly.I formatted the SDXC card twice - once from the phone and once through Windows - and tried the same test. Downloaded video file to the card, then to the phone. Same result both times - it wouldn't play on the SD card, but it did on the phone. All videos used to play perfectly on the SD card. Finally, I swapped out the card for my older, Sandisk Ultra 32GB Micro SDXC card. Like magic, it worked perfectly no matter what I played on it. So yeah, the 64GB card is dead. I should note that the card performed flawlessly for nearly a year up until a few days ago.Thankfully, Sandisk Ultra products like this carry an incredible Lifetime warranty - or 10 years for regions that don't recognize ""lifetime""; their Extreme line of cards raise that to 30 years! I've contacted their support for an RMA so I'll update this review as events unfold. If they replace it quickly, I'll bump this back up to 5 stars.ORIGINAL REVIEW:I'm using a Samsung Galaxy S3 smartphone. Sandisk Ultra Micro SD cards have never failed me, and this one's no exception. I used to have a 32gb card. They're fast and reliable and never corrupt data, which is more than can be said for some cheaper brands like PNY (those fail quite often). I can't wait to get the new 128GB model!",1
"I bought two of these 128 gb MicroSD cards which I formatted to Fat32, and I currently have about 62 gb in 35,000 files on each card.  I carry one card in my wallet and keep one in a safe deposit off-site.  I've been through the SanDisk literature looking to see if there are any restrictions on their use, other than as ordinary &#34;flash memory&#34; for file storage.  There are no restrictions I could find.  What I have found is that these 128 gb cards (and a SanDisk 64 gb card I bought previously) cannot accept 62 gb of data written from a computer without suffering errors.  I've had to resort to copying no more than 1/3 gb of data at a time to these cards, stopping, then starting another 1/3 gb until the complete data is copied.  The errors actually occur early on, at approximately the 2 to 3 gb point.  I have several other 128 gb flash memory sticks - the Lexar Echo series, as well as a hundred other lower-capacity flash memory cards, and do not have this overflow/error problem with any of those.  To repeat, there are no restrictions on the use of these memory cards (example: can be used only in a camera) given by SanDisk, and given that the 62 gb of data on each card has been verified as to integrity, they are not defective.",1
I have a problem with the size of these mini cards --they are hard to hold on to  and get in and out of my drift cameras they get stuck all the time,1
item i ordered was 64gb it listed it on the card but this was tested and at most was 1gb and very oldi would steer far away from sandisk sold online unless it is in original packagingI returned it for a full refund and reordered and oem 64gb card from samsung,0
Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,0
"I bought this to be able to load more music into my Verizon LG Android phone. I spent hours adding music to the card. Then, I put it into my Android phone. The phone did not read anything on the memory card. The other memory cards, 8GB and 32GB worked fine, so it must be a flaw in this memory card. Also, this memory card got stuck in my Android phone's slot. I had to use a utility knife with a very, very thin blade to pull out this card.",0
"Gets the job done for my GoPro so that's good. I just never liked how small the actual card is due to its nature of it might just get lost...then that's game over. The price was amazing, so I got two for the price of half of one.",1
